Price,Rating,Stock,Discount,Category_A,Category_B,Category_C,Category_D,Category_UNKNOWN
7842.0,3.038292519111159,0.0,30.0,0,0,0,0,1
5006.0,3.835636274,0.0,0.0,1,0,0,0,0
3182.0,3.038292519111159,0.0,13.0,0,0,0,0,1
1136.0,3.038292519111159,0.0,19.0,0,0,0,0,1
1066.0,3.038292519111159,0.0,10.0,0,0,0,0,1
1029.0,4.464129273,0.0,38.0,0,1,0,0,0
1788.0,3.038292519111159,0.0,7.0,0,0,0,0,1
6249.0,3.038292519111159,1.0,16.0,0,0,0,0,1
8026.0,3.038292519111159,0.0,46.0,0,0,0,1,0
9516.0,1.657350437,0.0,5.0,1,0,0,0,0
859.0,1.227945643,0.0,49.0,0,0,0,0,1
6792.0,2.493790635,0.0,26.0,0,0,0,0,1
8631.0,3.30848051,1.0,10.0,0,0,0,0,1
6491.0,4.645463937,0.0,16.0,0,0,0,0,1
5016.970630372492,4.036652101,1.0,33.0,0,0,0,0,1
642.0,1.598345401,0.0,28.0,0,0,0,1,0
4222.0,4.213202928,1.0,20.0,0,1,0,0,0
1962.0,4.976201302,1.0,6.0,1,0,0,0,0
2119.0,3.661720156,0.0,40.0,0,0,0,0,1
1441.0,3.414634864,1.0,43.0,0,0,0,0,1
6884.0,3.038292519111159,1.0,49.0,0,0,0,0,1
2544.0,3.038292519111159,0.0,0.0,0,0,0,1,0
6114.0,3.038292519111159,1.0,44.0,0,1,0,0,0
8117.0,3.038292519111159,1.0,45.0,0,0,0,0,1
5016.970630372492,2.581053762,0.0,36.0,0,0,0,0,1
4077.0,3.038292519111159,0.0,28.0,1,0,0,0,0
2877.0,3.13016217,0.0,49.0,0,0,0,1,0
8723.0,3.750973129,0.0,41.0,0,1,0,0,0
8651.0,4.282273714,0.0,2.0,0,0,0,0,1
3282.0,3.038292519111159,0.0,40.0,0,0,0,0,1
9493.0,2.780461423,0.0,34.0,0,0,0,1,0
6578.0,3.125260769,0.0,28.0,0,0,0,0,1
7187.0,3.038292519111159,1.0,12.0,0,0,0,0,1
1435.0,3.038292519111159,0.0,23.0,0,0,0,0,1
1561.0,2.856089457,1.0,6.0,0,0,0,0,1
2778.0,4.647670826,0.0,43.0,0,0,0,0,1
4752.0,4.589987921,1.0,1.0,1,0,0,0,0
4502.0,3.038292519111159,1.0,40.0,0,0,0,0,1
5016.970630372492,3.038292519111159,1.0,1.0,0,0,0,0,1
578.0,3.68816202,0.0,36.0,0,0,0,0,1
3137.0,2.530595786,0.0,49.0,0,0,0,0,1
7417.0,3.516107652,1.0,43.0,0,0,1,0,0
8024.0,3.038292519111159,0.0,2.0,0,0,1,0,0
5250.0,3.038292519111159,0.0,6.0,0,0,0,0,1
6554.0,3.038292519111159,0.0,29.0,0,0,0,0,1
7267.0,3.038292519111159,0.0,24.0,0,0,0,0,1
6122.0,2.567716124,1.0,15.0,0,0,0,0,1
1362.0,3.91365403,0.0,0.0,0,0,0,0,1
6562.0,3.619314485,0.0,3.0,0,0,0,0,1
6879.0,3.038292519111159,1.0,8.0,0,0,1,0,0
6117.0,4.858685977,0.0,4.0,0,0,0,1,0
3182.0,4.874851836,1.0,49.0,0,0,1,0,0
5427.0,3.038292519111159,0.0,15.0,0,0,0,0,1
251.0,3.038292519111159,0.0,21.0,0,0,0,0,1
6250.0,3.038292519111159,0.0,33.0,0,0,0,0,1
4580.0,1.532090175,0.0,39.0,0,0,0,1,0
9161.0,2.602243655,1.0,49.0,0,0,0,0,1
5821.0,1.168690444,0.0,17.0,0,0,0,0,1
9990.0,3.038292519111159,0.0,19.0,0,0,0,0,1
4347.0,2.568984286,0.0,3.0,0,0,0,0,1
2697.0,1.917479682,0.0,30.0,0,0,0,1,0
9160.0,4.392384246,0.0,29.0,0,0,0,0,1
2072.0,3.038292519111159,0.0,10.0,0,0,0,0,1
2122.0,4.860951674,0.0,29.0,0,0,1,0,0
8731.0,3.038292519111159,0.0,38.0,0,0,0,0,1
5031.0,3.038292519111159,1.0,4.0,0,0,0,1,0
6557.0,3.038292519111159,0.0,32.0,1,0,0,0,0
3981.0,3.038292519111159,0.0,41.0,0,0,0,0,1
9459.0,3.490351838,0.0,42.0,0,0,0,0,1
3763.0,3.038292519111159,0.0,13.0,0,0,0,0,1
2466.0,3.038292519111159,0.0,12.0,1,0,0,0,0
6348.0,3.038292519111159,0.0,29.0,1,0,0,0,0
6345.0,3.038292519111159,0.0,4.0,0,0,0,0,1
4781.0,3.236473832,0.0,3.0,0,0,0,0,1
8345.0,3.038292519111159,0.0,41.0,0,1,0,0,0
5459.0,3.038292519111159,0.0,33.0,1,0,0,0,0
8521.0,1.081564565,0.0,40.0,1,0,0,0,0
2649.0,1.985444913,1.0,25.0,0,0,0,0,1
3101.0,1.922891695,0.0,6.0,0,0,0,0,1
357.0,3.038292519111159,0.0,32.0,0,0,0,1,0
4299.0,2.938430508,0.0,29.0,0,1,0,0,0
9799.0,3.038292519111159,0.0,34.0,0,0,0,0,1
8832.0,3.038292519111159,0.0,17.0,1,0,0,0,0
8251.0,4.052873659,1.0,28.0,1,0,0,0,0
1465.0,1.835877108,0.0,0.0,1,0,0,0,0
9825.0,3.038292519111159,0.0,22.0,1,0,0,0,0
6442.0,3.038292519111159,1.0,34.0,0,0,0,0,1
7624.0,3.038292519111159,0.0,5.0,0,1,0,0,0
4061.0,2.88285833,1.0,28.0,0,1,0,0,0
190.0,3.038292519111159,1.0,0.0,0,0,0,0,1
4643.0,3.193527429,1.0,4.0,0,0,0,0,1
5219.0,3.038292519111159,0.0,49.0,0,0,0,0,1
1197.0,1.30071938,0.0,0.0,0,0,0,0,1
8205.0,4.755317545,0.0,35.0,0,1,0,0,0
3125.0,3.295946652,0.0,0.0,0,0,0,0,1
7239.0,3.610394007,1.0,48.0,0,0,0,1,0
262.0,3.038292519111159,1.0,36.0,0,0,0,0,1
7826.0,3.576635436,1.0,6.0,0,0,0,0,1
8532.0,4.630347071,1.0,42.0,0,0,0,0,1
4625.0,1.718143164,1.0,36.0,0,0,0,1,0
4668.0,1.761383383,0.0,23.0,0,0,0,0,1
5268.0,3.038292519111159,0.0,48.0,1,0,0,0,0
249.0,2.080916746,0.0,15.0,0,0,1,0,0
5908.0,3.038292519111159,1.0,42.0,0,0,0,0,1
9697.0,3.038292519111159,0.0,26.0,0,1,0,0,0
8458.0,3.038292519111159,1.0,18.0,0,1,0,0,0
4741.0,3.038292519111159,0.0,27.0,0,0,0,0,1
6943.0,3.038292519111159,0.0,42.0,1,0,0,0,0
5016.970630372492,3.038292519111159,0.0,11.0,0,0,0,0,1
758.0,1.249497755,1.0,28.0,0,0,0,0,1
3169.0,2.619334913,1.0,25.0,0,0,0,0,1
7953.0,1.572071266,1.0,39.0,0,0,1,0,0
8793.0,3.006402453,0.0,6.0,0,0,0,0,1
9114.0,3.038292519111159,1.0,27.0,0,0,0,1,0
8893.0,2.519350543,1.0,0.0,0,0,0,0,1
8713.0,2.380993261,0.0,30.0,1,0,0,0,0
1269.0,3.038292519111159,1.0,38.0,1,0,0,0,0
8069.0,3.038292519111159,1.0,31.0,0,0,0,0,1
6751.0,2.337782569,0.0,2.0,0,0,0,1,0
4970.0,2.365565207,0.0,5.0,0,0,1,0,0
2323.0,3.038292519111159,0.0,0.0,0,0,0,0,1
5016.970630372492,3.038292519111159,0.0,0.0,0,0,0,0,1
5515.0,4.709545,0.0,0.0,1,0,0,0,0
8846.0,1.364083153,0.0,4.0,0,0,0,0,1
2584.0,3.038292519111159,0.0,1.0,0,0,0,0,1
7911.0,2.76573862,0.0,37.0,0,0,1,0,0
6799.0,3.038292519111159,0.0,29.0,0,0,0,1,0
4620.0,4.340548432,0.0,10.0,0,0,0,0,1
9424.0,1.076073768,0.0,0.0,0,0,0,0,1
8409.0,1.696635602,0.0,29.0,0,0,0,0,1
9063.0,3.62453068,0.0,0.0,0,0,0,0,1
8405.0,1.218936274,1.0,48.0,0,0,0,0,1
8070.0,4.220245877,0.0,20.0,0,0,0,0,1
7564.0,2.576792877,1.0,35.0,0,0,0,1,0
8555.0,2.381393348,0.0,22.0,0,0,0,1,0
1870.0,3.038292519111159,1.0,32.0,0,0,0,0,1
6864.0,2.89348282,0.0,10.0,0,0,0,0,1
439.0,2.364554355,1.0,0.0,0,0,1,0,0
1425.0,1.80376013,1.0,15.0,1,0,0,0,0
1612.0,3.032991896,1.0,16.0,0,0,0,0,1
1894.0,2.329488148,0.0,0.0,0,0,0,0,1
8975.0,4.469736334,0.0,32.0,0,0,0,0,1
807.0,3.038292519111159,0.0,13.0,0,0,0,0,1
2297.0,3.038292519111159,0.0,21.0,0,0,1,0,0
7800.0,3.038292519111159,0.0,5.0,0,0,0,0,1
1493.0,3.383623675,0.0,45.0,0,1,0,0,0
2602.0,3.038292519111159,1.0,0.0,0,0,0,0,1
5381.0,4.767811269,0.0,10.0,0,0,0,1,0
5429.0,1.746249652,1.0,6.0,0,1,0,0,0
734.0,3.038292519111159,0.0,10.0,0,0,0,0,1
3365.0,4.175149078,1.0,29.0,0,1,0,0,0
9318.0,3.319298849,0.0,18.0,0,0,0,1,0
5220.0,3.038292519111159,1.0,0.0,0,0,0,0,1
381.0,3.093285397,1.0,17.0,0,0,0,0,1
8707.0,3.038292519111159,0.0,39.0,0,0,0,0,1
3604.0,3.038292519111159,1.0,17.0,0,0,0,0,1
5078.0,4.391163208,0.0,6.0,0,0,0,0,1
8070.0,3.038292519111159,1.0,28.0,0,0,0,0,1
721.0,3.038292519111159,0.0,0.0,0,0,1,0,0
6921.0,3.038292519111159,0.0,37.0,0,0,0,0,1
2622.0,3.038292519111159,0.0,22.0,0,0,0,1,0
7231.0,3.038292519111159,0.0,6.0,0,0,1,0,0
340.0,3.038292519111159,0.0,27.0,0,0,0,0,1
9212.0,3.038292519111159,1.0,0.0,0,0,1,0,0
6472.0,3.038292519111159,0.0,27.0,0,0,1,0,0
3978.0,3.038292519111159,0.0,19.0,0,0,0,0,1
5746.0,3.038292519111159,0.0,2.0,0,0,0,0,1
3956.0,3.455945237,0.0,23.0,0,0,0,0,1
8757.0,3.038292519111159,1.0,49.0,0,0,0,1,0
2820.0,3.088923747,0.0,21.0,0,0,0,0,1
2001.0,3.038292519111159,0.0,23.0,0,0,0,1,0
412.0,3.760118968,0.0,21.0,0,0,0,0,1
6675.0,3.038292519111159,0.0,43.0,0,0,0,0,1
4317.0,3.038292519111159,0.0,13.0,1,0,0,0,0
8507.0,4.575949016,0.0,41.0,0,0,1,0,0
6784.0,2.087959114,0.0,13.0,0,0,0,0,1
7635.0,3.038292519111159,0.0,5.0,0,0,0,0,1
9529.0,1.460956388,1.0,31.0,0,0,0,0,1
1595.0,1.306888079,0.0,37.0,0,0,0,0,1
5669.0,3.038292519111159,0.0,38.0,0,0,0,0,1
5861.0,1.470392122,0.0,40.0,0,0,0,0,1
2349.0,3.038292519111159,0.0,48.0,0,0,0,0,1
5766.0,3.038292519111159,0.0,3.0,0,0,0,0,1
7362.0,3.038292519111159,0.0,33.0,0,0,0,0,1
3256.0,2.771753929,1.0,45.0,0,0,0,0,1
9284.0,3.038292519111159,0.0,45.0,0,0,0,0,1
8597.0,3.517120302,1.0,23.0,0,0,1,0,0
4405.0,1.102682255,0.0,33.0,0,0,1,0,0
2117.0,3.038292519111159,0.0,45.0,0,0,1,0,0
8642.0,3.038292519111159,1.0,43.0,1,0,0,0,0
5016.970630372492,3.038292519111159,0.0,3.0,0,0,1,0,0
6022.0,3.038292519111159,1.0,48.0,1,0,0,0,0
8132.0,2.765849835,1.0,15.0,0,0,0,0,1
3170.0,2.198862485,1.0,18.0,0,0,0,0,1
2608.0,1.873083818,1.0,8.0,0,0,1,0,0
9544.0,1.508629504,1.0,47.0,0,0,0,0,1
6220.0,1.410986435,0.0,32.0,0,0,0,0,1
1959.0,4.96277529,0.0,45.0,0,0,0,0,1
1403.0,3.038292519111159,0.0,0.0,1,0,0,0,0
3713.0,3.038292519111159,0.0,32.0,0,0,0,0,1
6148.0,3.038292519111159,0.0,3.0,0,0,0,0,1
3862.0,3.813108432,0.0,22.0,0,0,0,0,1
9438.0,3.69118375,0.0,36.0,0,0,0,1,0
395.0,3.038292519111159,1.0,24.0,0,1,0,0,0
6080.0,4.132381742,0.0,18.0,0,0,0,0,1
5296.0,2.741556903,0.0,34.0,0,0,1,0,0
5348.0,1.587225808,0.0,31.0,0,0,0,0,1
6248.0,2.88913025,0.0,39.0,0,0,0,0,1
8369.0,1.774151571,1.0,44.0,0,0,0,0,1
3155.0,2.756254196,1.0,6.0,0,0,0,0,1
2539.0,3.038292519111159,0.0,9.0,0,0,0,0,1
3112.0,3.038292519111159,0.0,16.0,0,0,0,0,1
2489.0,4.668760788,1.0,42.0,0,0,0,1,0
5533.0,3.038292519111159,1.0,34.0,0,0,0,0,1
8603.0,1.895138279,0.0,35.0,0,0,0,0,1
6989.0,3.038292519111159,0.0,10.0,0,0,0,0,1
3064.0,1.783514836,0.0,22.0,0,0,0,1,0
176.0,3.038292519111159,0.0,33.0,0,0,0,0,1
8159.0,3.09958404,0.0,31.0,0,0,0,0,1
5080.0,2.117221312,0.0,1.0,1,0,0,0,0
5642.0,3.038292519111159,0.0,28.0,0,0,0,0,1
7027.0,1.815593804,1.0,0.0,0,0,0,0,1
8407.0,1.13401815,0.0,38.0,0,0,0,0,1
878.0,3.038292519111159,0.0,41.0,0,0,0,0,1
2546.0,1.158313467,0.0,34.0,0,0,0,0,1
9537.0,3.038292519111159,0.0,25.0,0,0,0,0,1
9600.0,3.316477941,1.0,32.0,0,0,0,0,1
7194.0,3.329432651,0.0,38.0,0,0,0,0,1
6968.0,3.739367233,0.0,0.0,0,0,0,0,1
6292.0,1.155726981,0.0,17.0,0,0,1,0,0
4870.0,3.038292519111159,0.0,14.0,0,0,1,0,0
6737.0,3.038292519111159,0.0,38.0,0,0,0,0,1
250.0,1.436882566,1.0,30.0,0,0,0,0,1
5016.970630372492,3.42631698,0.0,7.0,0,0,1,0,0
312.0,1.537020149,0.0,39.0,0,0,0,0,1
8394.0,1.818813296,0.0,22.0,0,0,0,1,0
1421.0,4.23336229,0.0,0.0,0,0,0,0,1
8693.0,3.186790809,1.0,24.0,0,0,0,0,1
2846.0,3.64085803,0.0,6.0,0,0,0,0,1
3671.0,3.038292519111159,0.0,47.0,0,0,0,0,1
766.0,3.457552836,0.0,19.0,0,0,1,0,0
615.0,3.038292519111159,0.0,2.0,0,0,0,0,1
4309.0,3.038292519111159,0.0,17.0,0,0,0,0,1
2947.0,1.093895333,0.0,0.0,0,0,0,0,1
2841.0,2.510971236,1.0,40.0,0,0,0,0,1
3923.0,1.475052808,1.0,10.0,0,1,0,0,0
5658.0,3.963020663,1.0,29.0,0,0,0,0,1
6759.0,3.038292519111159,0.0,35.0,0,0,0,0,1
685.0,3.038292519111159,0.0,24.0,0,0,0,0,1
5206.0,3.038292519111159,0.0,35.0,0,0,0,0,1
5814.0,4.155485925,0.0,12.0,0,0,0,0,1
1419.0,2.375571908,0.0,1.0,0,0,0,0,1
6016.0,1.844219155,1.0,1.0,1,0,0,0,0
5961.0,3.038292519111159,1.0,18.0,0,0,0,0,1
9489.0,3.038292519111159,1.0,5.0,0,0,0,0,1
1558.0,3.038292519111159,0.0,12.0,0,0,0,0,1
3892.0,1.980228881,1.0,6.0,0,0,0,0,1
6904.0,3.038292519111159,0.0,36.0,0,0,0,0,1
663.0,3.084386434,0.0,5.0,0,0,0,0,1
1910.0,4.817531509,1.0,0.0,1,0,0,0,0
2804.0,1.354193998,0.0,35.0,0,0,0,0,1
8625.0,4.025419857,0.0,36.0,0,0,0,1,0
8800.0,4.36678652,0.0,26.0,0,0,0,0,1
3689.0,3.038292519111159,0.0,3.0,0,0,0,0,1
6869.0,3.010511246,0.0,49.0,1,0,0,0,0
3601.0,3.038292519111159,1.0,22.0,0,0,0,0,1
6657.0,3.038292519111159,0.0,47.0,0,0,0,0,1
5016.970630372492,3.038292519111159,0.0,35.0,0,0,1,0,0
5146.0,3.038292519111159,1.0,10.0,0,0,0,1,0
4242.0,3.993229234,0.0,47.0,0,1,0,0,0
7098.0,1.301853306,0.0,23.0,0,0,0,0,1
3348.0,3.038292519111159,1.0,16.0,1,0,0,0,0
4592.0,3.038292519111159,0.0,25.0,0,0,0,0,1
7005.0,3.038292519111159,0.0,22.0,1,0,0,0,0
5074.0,3.038292519111159,0.0,41.0,1,0,0,0,0
9602.0,3.038292519111159,0.0,31.0,1,0,0,0,0
3742.0,4.209122066,1.0,19.0,0,0,0,0,1
454.0,3.038292519111159,0.0,32.0,0,0,0,1,0
4903.0,4.615306042,0.0,39.0,0,0,0,0,1
9658.0,3.038292519111159,0.0,15.0,0,0,0,0,1
4198.0,3.038292519111159,0.0,29.0,0,0,0,0,1
6336.0,3.648349511,1.0,11.0,1,0,0,0,0
9794.0,4.43355968,1.0,39.0,0,0,0,0,1
2201.0,3.038292519111159,1.0,25.0,0,0,0,1,0
5323.0,3.038292519111159,0.0,16.0,0,0,0,0,1
9152.0,4.768849527,0.0,11.0,1,0,0,0,0
5420.0,3.038292519111159,0.0,21.0,0,0,0,0,1
4763.0,3.038292519111159,0.0,11.0,0,0,0,1,0
247.0,3.038292519111159,1.0,0.0,0,0,0,0,1
2060.0,4.743226108,0.0,0.0,0,0,0,0,1
3372.0,3.038292519111159,1.0,5.0,1,0,0,0,0
8544.0,3.038292519111159,0.0,29.0,0,0,0,1,0
5016.970630372492,3.038292519111159,0.0,47.0,0,0,0,0,1
3299.0,3.00489845,0.0,32.0,0,0,0,0,1
2107.0,3.038292519111159,0.0,11.0,0,0,0,0,1
6765.0,3.4017721,0.0,35.0,0,0,1,0,0
1853.0,3.038292519111159,0.0,11.0,0,0,0,0,1
8773.0,3.892084161,0.0,0.0,0,0,1,0,0
6671.0,3.038292519111159,0.0,30.0,0,0,0,0,1
8398.0,3.407813915,0.0,4.0,0,0,1,0,0
8742.0,3.038292519111159,0.0,4.0,0,0,0,1,0
8334.0,2.562769446,1.0,16.0,0,0,0,0,1
2790.0,3.038292519111159,1.0,0.0,0,1,0,0,0
6781.0,3.038292519111159,0.0,21.0,0,1,0,0,0
1215.0,2.382519172,1.0,30.0,0,0,0,0,1
5016.970630372492,3.038292519111159,1.0,14.0,1,0,0,0,0
8857.0,3.038292519111159,1.0,15.0,0,0,0,0,1
2882.0,3.691887481,0.0,0.0,0,0,0,1,0
6234.0,3.038292519111159,1.0,28.0,0,0,0,0,1
1214.0,1.488996797,1.0,4.0,0,0,0,0,1
6991.0,1.099149137,1.0,21.0,1,0,0,0,0
3364.0,3.038292519111159,0.0,3.0,0,0,0,0,1
8785.0,1.23113598,0.0,11.0,0,0,0,0,1
7313.0,3.038292519111159,0.0,1.0,0,0,0,0,1
9999.0,1.834954053,0.0,30.0,0,0,0,0,1
8760.0,3.038292519111159,1.0,49.0,0,0,0,0,1
7933.0,3.038292519111159,1.0,36.0,0,1,0,0,0
6092.0,2.596015228,0.0,39.0,0,0,0,0,1
5178.0,3.335105401,1.0,20.0,0,0,0,0,1
8863.0,3.038292519111159,0.0,0.0,0,0,0,0,1
8514.0,4.704094089,0.0,46.0,0,0,0,1,0
7939.0,1.820137988,0.0,48.0,1,0,0,0,0
1439.0,1.499808924,1.0,28.0,1,0,0,0,0
6981.0,3.038292519111159,0.0,24.0,0,0,0,0,1
7682.0,2.309511396,0.0,22.0,0,0,0,0,1
5937.0,3.038292519111159,1.0,0.0,0,0,0,0,1
185.0,3.038292519111159,0.0,9.0,1,0,0,0,0
5796.0,3.038292519111159,1.0,44.0,0,0,0,0,1
3646.0,3.038292519111159,0.0,33.0,0,0,0,0,1
6547.0,3.590183981,0.0,6.0,0,0,0,0,1
1523.0,1.246447334,0.0,22.0,0,0,0,0,1
9483.0,2.823328922,1.0,0.0,0,0,0,0,1
9045.0,3.038292519111159,0.0,39.0,0,0,0,0,1
7897.0,3.038292519111159,1.0,27.0,0,0,0,0,1
7384.0,3.038292519111159,0.0,24.0,0,0,1,0,0
597.0,3.038292519111159,0.0,40.0,1,0,0,0,0
6194.0,3.223523934,1.0,14.0,0,0,0,0,1
1454.0,3.038292519111159,1.0,37.0,0,0,0,0,1
8628.0,3.038292519111159,0.0,14.0,0,0,0,0,1
5016.970630372492,3.038292519111159,1.0,43.0,0,0,0,1,0
1401.0,3.038292519111159,1.0,0.0,0,0,0,0,1
9590.0,3.038292519111159,1.0,41.0,0,0,0,0,1
4467.0,3.038292519111159,1.0,0.0,0,0,0,0,1
8003.0,1.27196341,0.0,5.0,0,0,0,0,1
5934.0,3.038292519111159,1.0,18.0,0,0,0,0,1
2861.0,4.204148109,0.0,0.0,0,0,0,0,1
5376.0,1.72914477,0.0,8.0,0,0,0,0,1
4887.0,3.038292519111159,0.0,23.0,0,0,0,0,1
3204.0,3.085218314,1.0,35.0,0,0,0,0,1
8557.0,3.038292519111159,0.0,10.0,0,0,0,0,1
3152.0,1.574379971,1.0,6.0,0,0,0,1,0
1386.0,3.038292519111159,1.0,23.0,0,0,0,0,1
6728.0,3.038292519111159,1.0,39.0,0,0,0,1,0
2194.0,1.064226126,0.0,22.0,0,0,0,0,1
7452.0,3.038292519111159,1.0,14.0,0,0,0,0,1
5192.0,1.664111382,0.0,0.0,0,0,0,0,1
9782.0,2.471080862,1.0,0.0,0,0,0,0,1
7433.0,3.038292519111159,0.0,12.0,0,0,0,0,1
5036.0,3.038292519111159,0.0,0.0,0,0,0,0,1
4740.0,3.038292519111159,0.0,42.0,0,0,0,0,1
1263.0,3.038292519111159,1.0,0.0,0,0,0,1,0
8357.0,1.757112961,1.0,37.0,0,0,0,1,0
4883.0,3.356603182,1.0,20.0,0,0,1,0,0
8437.0,3.876005948,0.0,21.0,0,0,1,0,0
3543.0,3.545775899,1.0,6.0,0,0,0,0,1
6441.0,3.038292519111159,1.0,0.0,0,0,1,0,0
8882.0,3.038292519111159,1.0,28.0,1,0,0,0,0
731.0,3.038292519111159,1.0,16.0,0,0,0,1,0
9812.0,3.759160335,1.0,25.0,0,1,0,0,0
7728.0,3.422209755,1.0,45.0,0,0,0,0,1
1824.0,1.090942422,1.0,3.0,0,0,0,1,0
3447.0,3.038292519111159,0.0,45.0,0,0,0,0,1
7622.0,2.701567655,1.0,15.0,0,0,0,0,1
3420.0,1.184857146,1.0,19.0,0,1,0,0,0
8741.0,3.932441094,0.0,0.0,0,1,0,0,0
3074.0,3.038292519111159,0.0,3.0,0,0,0,0,1
5016.970630372492,1.121555883,0.0,32.0,0,0,0,0,1
3745.0,4.205694491,1.0,9.0,1,0,0,0,0
3042.0,3.038292519111159,0.0,16.0,0,0,0,0,1
2400.0,1.381172582,0.0,34.0,0,0,0,0,1
4096.0,3.038292519111159,1.0,42.0,0,0,1,0,0
4157.0,3.038292519111159,0.0,30.0,0,0,0,0,1
5339.0,3.038292519111159,0.0,39.0,0,0,0,0,1
4602.0,3.038292519111159,0.0,17.0,0,0,0,1,0
1966.0,4.343531411,1.0,4.0,0,0,0,1,0
7406.0,3.664133949,1.0,0.0,0,0,0,1,0
2708.0,4.139442601,1.0,44.0,0,0,0,0,1
5016.970630372492,1.065801831,1.0,7.0,0,0,0,0,1
1222.0,3.038292519111159,0.0,49.0,0,0,0,1,0
3681.0,3.038292519111159,0.0,8.0,0,1,0,0,0
8110.0,3.038292519111159,0.0,48.0,0,0,0,0,1
9430.0,1.948900071,1.0,15.0,0,0,0,1,0
1328.0,3.038292519111159,0.0,30.0,1,0,0,0,0
6185.0,4.989849875,0.0,39.0,0,0,1,0,0
5541.0,3.038292519111159,1.0,7.0,0,0,0,0,1
9933.0,3.038292519111159,0.0,40.0,0,0,0,0,1
3528.0,4.685441757,0.0,0.0,0,0,1,0,0
4323.0,3.038292519111159,0.0,45.0,0,0,0,0,1
1421.0,1.901802966,0.0,49.0,0,0,0,0,1
